row_index,country,date,file_name,link,region,story,title,country_simple,story_title,story_link,lat,lng,Category
2744,Syria,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",AP - http://abcnews.go.com/International/wireStory/islamic-militants-seize-northern-syrian-towns-24957196,Middle East and North Africa,"Syrian opposition activists say extremists from the Islamic State group have seized key towns and villages near the border with Turkey after deadly clashes with other rebels in the area. They say fighters of the group captured the towns of Akhtarin and Turkmanbareh in the Aleppo countryside on 13 August, dislodging other rebels fighting to topple President Bashar Assad. They also took three nearby areas. The towns are the latest prize for Islamic State militants, who have carved out a self-styled caliphate across vast swaths of eastern Syria and northern and western Iraq. The towns' takeover was reported by several activists, jihadists affiliated with the Islamic State group on social media and the Syrian Observatory for Human Rights. The Observatory said it expected Islamic State's next targets to be the towns of Azaz and Marea to the west. It identified the groups defeated by Islamic State as fighters from Islamist battalions that have been resisting its expansion. The Nusra Front, al Qaeda's official affiliate in Syria, and other Islamist groups had withdrawn from the area in June.",Militants seize 2 northern towns,syria,Militants seize 2 northern towns,AP - http://abcnews.go.com/International/wireStory/islamic-militants-seize-northern-syrian-towns-24957196,34.802075,38.996815,food
2745,Syria,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",AFP - http://news.yahoo.com/13-killed-qaeda-bomb-accident-yemen-official-says-100842697.html,Middle East and North Africa,"Ten civilians and three army technicians were killed on 13 August when a bomb planted near a prison by presumed Al-Qaeda militants exploded in south Yemen, a security official said. The device placed in the Tibn area of Lahij province went off when the soldiers were trying to defuse it, but the area had not been sealed off to keep civilians away, the official added. ""Residents alerted the security services about an explosive device planted near a prison. Army ammunition technical officers were sent to the scene and were trying to defuse it. ""The bomb exploded prematurely, killing the three technicians and 10 civilians, and wounding 13 more including the local police chief,"" the official said. Two hospitals in Lahij and Aden where the dead and wounded were taken confirmed the toll. The dead civilians were among a crowd that had gathered to watch the army defuse the device and which was not kept at a safe distance by police.",At least 13 people killed in 'Qaeda bomb' accident,syria,At least 13 people killed in 'Qaeda bomb' accident,AFP - http://news.yahoo.com/13-killed-qaeda-bomb-accident-yemen-official-says-100842697.html,34.802075,38.996815,food
2746,Pakistan,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",Dawn - http://www.dawn.com/news/1124824/islamabad-may-be-sealed-tonight,Middle East and North Africa,"The capital police are considering sealing the federal capital from 12 August night. A police official reported that from 12 August night 70% of each entry road to the capital would be closed and after that only light vehicles can enter the city. It will become easy for the law enforcement agencies to check people entering the city, he said. As many as 5,000 officials of the Punjab police, 1,000 from the AJK police and 3,000 Frontier Constabulary (FC) personnel will be deputed in the capital city to stop the participants of the march. He said the entry point to Red Zone from Radio Pakistan had been closed and people can only enter the high security area from the Convention Centre or the Secretariat sides.",Islamabad may be sealed tonight,pakistan,Islamabad may be sealed tonight,Dawn - http://www.dawn.com/news/1124824/islamabad-may-be-sealed-tonight,30.375321,69.345116,food
2747,Across WCA,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",Reuters - http://af.reuters.com/article/liberiaNews/idAFL6N0QJ2QX20140813,West and Central Africa,"Guinea-Bissau is closing its border with Guinea, one of the west African countries hardest hit by the deadly Ebola virus, Prime Minister Domingos Simoes Pereira said Tuesday. ""In light of information provided by the health ministry and after a series of consultations, the government of Guinea-Bissau has decided to close its southern and eastern borders"" with Guinea ""until further notice,"" Pereira told a press conference.",Guinea-Bissau shuts border with Ebola-hit Guinea-Conakry,,Guinea-Bissau shuts border with Ebola-hit Guinea-Conakry,Reuters - http://af.reuters.com/article/liberiaNews/idAFL6N0QJ2QX20140813,0,0,food
2748,Liberia,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",Reuters - http://www.reuters.com/article/2014/08/12/us-ebola-health-liberia-idUSKBN0GB27120140812,West and Central Africa,"Liberia said on Tuesday it would treat two infected doctors with the scarce experimental Ebola drug ZMapp, the first Africans to receive the treatment, while authorities in Spain said a 75-year-old priest had died of the disease.The death toll from the worst ever outbreak of the highly contagious disease has climbed to 1,013 since it was discovered in remote southeastern Guinea in March, according to the World Health Organization (WHO).",Liberia to give two doctors trial drug,liberia,Liberia to give two doctors trial drug,Reuters - http://www.reuters.com/article/2014/08/12/us-ebola-health-liberia-idUSKBN0GB27120140812,6.428055,-9.429499,food
2749,Mali,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",http://www.sowetanlive.co.za/news/2014/08/13/french-forces-in-mali-capture-three-al-qaeda-suspects,West and Central Africa,"French forces in Mali captured three suspected members of Al-Qaeda in the Islamic Maghreb, an army spokesman said on 13 August.""They are being questioned now. If our suspicions are confirmed, they will be transferred to the Malian authorities,"" the French army spokesperson reported. The insurgents were captured during a special forces operation near the northern town of Timbuktu on 10 August. The United Nations mission in Mali, Minusma, confirmed that an AQIM cell was believed to be located west of Timbuktu. It was believed the group included non-Malian nationals, possibly insurgents from Somalia, Chad and Tunisia as well as a man with dual citizenship from Morocco and Spain.",French forces capture three Al-Qaeda suspects,mali,French forces capture three Al-Qaeda suspects,http://www.sowetanlive.co.za/news/2014/08/13/french-forces-in-mali-capture-three-al-qaeda-suspects,17.570692,-3.996166,food
2750,Nigeria,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",AFP - http://news.yahoo.com/suicide-bombers-put-women-under-suspicion-nigerias-kano-033320557.html,West and Central Africa,"Women in the city Kano are abandoning their traditional religious dress after a spate of suicide bombings by young girls with explosives under their hijab. The commercial city was hit last month by four separate attacks involving teenaged girls in the Muslim dress, leaving at least nine people dead and scores more injured. Although no one has claimed responsibility for the bombings, fingers have been pointed at Boko Haram, the militants blamed for a string of attacks on the city. But the bombings have cast fear and suspicion on young women wearing the loose clothing, prompting many to dress differently.",Suicide bombers put women under suspicion in Kano,nigeria,Suicide bombers put women under suspicion in Kano,AFP - http://news.yahoo.com/suicide-bombers-put-women-under-suspicion-nigerias-kano-033320557.html,9.081999,8.675277,food
2751,Nigeria,13/08/2014 12:18,"UNICEF OPSCEN Brief - Wednesday, 13 August 2014.docx",AFP - http://www.naharnet.com/stories/en/143081-humanitarian-crisis-warning-after-boko-haram-attack,West and Central Africa,"Hundreds of people who escaped a Boko Haram attack need urgent help, a local lawmaker said on 13 August, as those still hiding on a mountain a week later said food and water supplies had run out. Militants attacked Gwoza in Borno state, northeast Nigeria, last week, leaving dozens of people dead and sending others fleeing for their lives, some to hills near the border with Cameroon. The government said on 12 August that operations were ""ongoing"", with indications the military had been unable to wrest back control of the town, 135 kilometers from Maiduguri. But Senator Ali Ndume, who represents Borno South in Nigeria's National Assembly, warned of a humanitarian emergency. ""Honestly, our people need help. The only people that are living in Gwoza are those that are either too old to walk or too young to flee. ""They have no water to drink because the boreholes are no longer functioning. They also have no food to eat. There are over 50,000 people in Gwoza and more than 270,000 in the local government area but all of them are devastated,"" he said. Nigeria's National Emergency Management Agency (NEMA) said 10,000 people had been displaced because of the attack and they were providing assistance to those who had escaped to Maiduguri or Madagali, in Adamawa state.",Humanitarian crisis warning after Boko Haram attack,nigeria,Humanitarian crisis warning after Boko Haram attack,AFP - http://www.naharnet.com/stories/en/143081-humanitarian-crisis-warning-after-boko-haram-attack,9.081999,8.675277,food
2752,Across Regions,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",UN News Centre - http://www.un.org/apps/news/story.asp?NewsID=47770#.U3KgxmjD_cs,General,"Significant gains have been made in recent years in combating the threat of the rebel Lords Resistance Army (LRA) but the countries of Central Africa still face numerous challenges that require continued international support, a senior United Nations official told the Security Council. Abou Moussa, the Secretary-Generals Special Representative and head of the UN Regional Office for Central Africa (UNOCA) reported that the number of LRA-related deaths, abductions and displaced persons have continued to decline, while military operations and the defections campaign have further weakened the LRA.","Challenges of Central Africa require continued international support, says UN envoy",,"Challenges of Central Africa require continued international support, says UN envoy",UN News Centre - http://www.un.org/apps/news/story.asp?NewsID=47770#.U3KgxmjD_cs,0,0,food
2753,Across Regions,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx","Reuters - http://www.orlandosentinel.com/news/nationworld/chi-mers-virus-outbreak-20140514,0,6909045.story",General,"The same day the World Health Organization saidthe deadly Middle East Respiratory Syndrome virus is not a global health emergency, Dutch officials announced the first case of MERS in the Netherlands. A man who visited Saudi Arabia has been admitted to a hospital in The Hague with MERS, a spokesman for the National Institute for Public Health said Wednesday. He is the first Dutch person known to be affected. The virus, which causes coughing, fever and sometimes fatal pneumonia, has been reported in more than 500 patients in Saudi Arabia alone and has spread to neighboring countries and in a few cases, to Europe, Asia and the United States. It kills about 30 percent of those who are infected. In London, WHO said Wednesday even though concern about MERS has ""significantly increased,"" the disease does not yet constitute a global public health emergency.",First MERS case reported in the Netherlands,,First MERS case reported in the Netherlands,"Reuters - http://www.orlandosentinel.com/news/nationworld/chi-mers-virus-outbreak-20140514,0,6909045.story",0,0,food
2754,Across CEE/CIS,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/13/ukraine-crisis-photographs-idUSL6N0NZ67D20140513,Central and Eastern Europe and the Commonwealth of Independent States,"The US government released new satellite pictures on 13 May which it said showed Russian forces were still near the Ukrainian border in recent days, contradicting Russian assertions they had been withdrawn. NATO officials have previously estimated Russia has around 40,000 soldiers close to Ukraine's border.",US releases satellite images of Russian forces near Ukraine,,US releases satellite images of Russian forces near Ukraine,Reuters - http://www.reuters.com/article/2014/05/13/ukraine-crisis-photographs-idUSL6N0NZ67D20140513,0,0,food
2755,Across CEE/CIS,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Press TV - http://www.presstv.ir/detail/2014/05/13/362513/ukraine-summons-hungarian-ambassador/,Central and Eastern Europe and the Commonwealth of Independent States,"Kiev has summoned the Hungarian ambassador over remarks made by the Hungarian Prime Minister about autonomy for Hungarians living in Ukraine. Ukraines Foreign Ministry expressed concern about the Hungarian premiers call for autonomy and dual citizenship of ethnic Hungarians living in the western Ukrainian province of Transcarpathia. The ministry said that the Hungarian Prime Ministers comments contradict Ukrainian laws. The Hungarian Foreign Ministry, meanwhile, said that the Hungarian Prime Ministers remarks have been misinterpreted, adding that the country has always supported Ukraines policies.",Hungarian ambassador summoned to Ukraine foreign ministry,,Hungarian ambassador summoned to Ukraine foreign ministry,Press TV - http://www.presstv.ir/detail/2014/05/13/362513/ukraine-summons-hungarian-ambassador/,0,0,food
2756,Turkey,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",BBC - http://www.bbc.com/news/world-europe-27408394,Central and Eastern Europe and the Commonwealth of Independent States,"Rescuers are hunting desperately for scores of Turkish coal miners still missing after an explosion caused a pit to collapse, killing at least 238.Dozens escaped the pit in the western town of Soma, but officials say about 120 are still unaccounted for. On a visit to Soma, PM Recep Tayyip Erdogan offered his condolences, and said a thorough investigation into the tragedy had begun. Frantic relatives have gathered at the mine, waiting for news of loved ones. Meanwhile, protesters angry at the disaster took to the streets of Istanbul and Ankara on Wednesday.",Desperate search at Soma pit,turkey,Desperate search at Soma pit,BBC - http://www.bbc.com/news/world-europe-27408394,38.963745,35.243322,food
2757,Ukraine,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/13/us-ukraine-crisis-idUSBREA4C0PV20140513,Central and Eastern Europe and the Commonwealth of Independent States,"Pro-Russian separatists ambushed Ukrainian troops on 13 May, killing seven in the heaviest loss of life for government forces in a single clash since Kiev sent soldiers to put down a rebellion in the country's east. In Kiev, Ukraine's defense ministry and state security service said the troops were killed and seven others wounded when their armored column was ambushed near the town of Kramatorsk, one of several hot spots in the largely Russian-speaking east where the army has had scant success against the rebels.",Separatists kill seven soldiers in heaviest loss for Kiev forces,ukraine,Separatists kill seven soldiers in heaviest loss for Kiev forces,Reuters - http://www.reuters.com/article/2014/05/13/us-ukraine-crisis-idUSBREA4C0PV20140513,48.379433,31.16558,food
2758,Ukraine,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",UN News Centre - http://www.un.org/apps/news/story.asp?NewsID=47777#.U3L1iGjD_ct,Central and Eastern Europe and the Commonwealth of Independent States,"There is still time to avert a full-blown conflict in Ukraine, where the crisis continues to escalate, particularly in the east and south of the country, Secretary-General Ban Ki-moon said on 13 May. Over the past weeks, there has been much violence and little dialogue, Mr. Ban told reporters at UN Headquarters. I call on all those who have sought to undermine Ukraines unity, territorial integrity and stability to immediately cease such actions. The authorities in Kyiv must also continue to respond to such acts with maximum restraint and within the parameters of Ukrainian law and international human rights principles, he added.","Despite recent escalation, full-blown conflict can be averted",ukraine,"Despite recent escalation, full-blown conflict can be averted",UN News Centre - http://www.un.org/apps/news/story.asp?NewsID=47777#.U3L1iGjD_ct,48.379433,31.16558,food
2759,Across EAPR,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Al Jazeera - http://www.aljazeera.com/news/asia/2014/05/china-building-airstrip-disputed-reef-201451405013162771.html,East Asia and Pacific,"The Philippine foreign ministry has accused China of reclaiming land on a disputed reefin the South China Sea and said it appeared to be building anairstrip. Foreign ministry spokesman Charles Jose told Reuters news agency on WednesdaythatChina had been moving earth and materials to Johnson Reef in theSpratly Islands over recent weeks. It also said China was reclaiming land inviolation of the Declaration on the Conduct of Parties in theSouth China Sea, an informal code of conduct for the region. The ministry had already lodged a protest with the Chineseand raised the issue behind closed doors at last weekend's summit of the Association of South East Asian Nations inMyanmar, Jose said.",China 'building airstrip' on disputed reef,,China 'building airstrip' on disputed reef,Al Jazeera - http://www.aljazeera.com/news/asia/2014/05/china-building-airstrip-disputed-reef-201451405013162771.html,0,0,food
2760,Across EAPR,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",BBC - http://www.bbc.com/news/world-asia-27403851,East Asia and Pacific,"Several factories have been set on fire amid anti-China protests at an industrial park in southern Vietnam, amid tensions over the South China Sea.  The park's management said three factories were set on fire on Tuesday, but other reports put the figure as high as 15.  No casualties have been reported but officials said many arrests were made. The protests came after China moved a drilling rig into waters claimed by Vietnam earlier this month.",Factories burnt in Vietnam anti-China protest,,Factories burnt in Vietnam anti-China protest,BBC - http://www.bbc.com/news/world-asia-27403851,0,0,food
2761,China,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.trust.org/item/20140514053743-n64vv/?source=jtTheWire,East Asia and Pacific,"China has sent weapons specialists to Xinjiang to train police as part of its crackdown on violent attacks, blamed by Beijing on militants and separatists, in the troubled far western region, state media reported on 14 May. A group of training officers were sent to Xinjiang to ""improve the anti-terrorism and emergency management ability of front-line police officers, and resolutely strike against violent terrorists who are swollen with arrogance,"" the People's Daily, said. More than 100 people have been killed in unrest in Xinjiang in the past year, prompting a crackdown by Chinese authorities.",China trains Xinjiang police to use guns against attacks,china,China trains Xinjiang police to use guns against attacks,Reuters - http://www.trust.org/item/20140514053743-n64vv/?source=jtTheWire,35.86166,104.195397,food
2762,China,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/14/us-china-xinjiang-idUSBREA4D07H20140514,East Asia and Pacific,"A militant group called the Turkistan Islamic Party (TIP) claimed responsibility for an attack at a train station in China's western city of Urumqi in late April that killed one and injured 79 people, the SITE Monitoring service said. China had said the attack in its restive Xinjiang region, home to the Uighur ethnic group, was carried out by two religious extremists who were also killed in the blast. SITE, which tracks militant statements, said TIP had released a 10-minute video in the Uighur language showing the construction of a briefcase bomb it said was used in the station attack.",Group claims station bombing,china,Group claims station bombing,Reuters - http://www.reuters.com/article/2014/05/14/us-china-xinjiang-idUSBREA4D07H20140514,35.86166,104.195397,food
2763,Philippines,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AFP - http://www.straitstimes.com/news/asia/south-east-asia/story/eight-dead-hundreds-ill-tainted-water-philippines-20140514,East Asia and Pacific,"Health officials are testing for cholera and other diseases after eight people died and hundreds more fell ill in a remote area in the Philippines, possibly from contaminated water, authorities said on 14 May. Most of the victims are children from the southern town of Alamada who suffered from diarrhoea, the head of the government agency's infectious disease unit reported. ""It looks like it came from their water. Their water comes from a stream,"" he said, adding that results from the tests - which are trying to determine if the deaths were caused by cholera or other diseases - should be available by the weekend. He said eight residents of the farming town had died and 496 others fell ill, including 144 who remained in its small hospital for further treatment.","Eight people dead, hundreds ill from 'tainted water'",philippines,"Eight people dead, hundreds ill from 'tainted water'",AFP - http://www.straitstimes.com/news/asia/south-east-asia/story/eight-dead-hundreds-ill-tainted-water-philippines-20140514,12.879721,121.774017,food
2764,Thailand,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/14/us-thailand-protest-idUSBREA4D03R20140514,East Asia and Pacific,"A meeting between Thailand's interim prime minister and the Election Commission to fix a date for polls that the government hopes will break a stalemate was postponed on 14 May due to security concern over the venue, a commission official said. ""The government has asked to delay the meeting due to security concerns over the venue location,"" said the Election Commissioner. ""We will meet with the government tomorrow at a different venue.""","Government, election agency postpone talks over security worry",thailand,"Government, election agency postpone talks over security worry",Reuters - http://www.reuters.com/article/2014/05/14/us-thailand-protest-idUSBREA4D03R20140514,15.870032,100.992541,food
2765,Thailand,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Al Jazeera - http://www.aljazeera.com/news/asia-pacific/2014/05/separatists-launch-series-attacks-201451291754228995.html,East Asia and Pacific,"Suspected separatists in southern Thailand have launched a wave of more than 30 attacks including shootings, bombings and arson, police said, killing one person and injuring more than 10. A security adviser to the prime minister, said that the targets included a shopping centre, which was set on fire, and electricity pylons. ""One woman has died and more than ten others were injured,"" he reported. ""We believe the perpetrators are rebel groups trying to recruit more people for their cause,"" Police in Narathiwat province, close to Thailand's border with Malaysia, said bomb attacks were carried out at more than 10 locations and a woman was killed in one blast.",Separatists launch series of attacks,thailand,Separatists launch series of attacks,Al Jazeera - http://www.aljazeera.com/news/asia-pacific/2014/05/separatists-launch-series-attacks-201451291754228995.html,15.870032,100.992541,food
2766,ESAR,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/13/us-safrica-strike-idUSBREA4C0O120140513?feedType=RSS&feedName=worldNews,East Asia and Pacific,"Hundreds of stick-wielding miners barricaded roads and torched roadside vegetable stalls near Lonmin's South African platinum mine on Tuesday, in an attempt to block fellow strikers from breaking rank and going back to work. One protester said the march was aimed at keeping striking workers united in their pursuit for higher wages. South Africa sent more police to the platinum belt on Tuesday to protect miners who have decided to ditch a 16-week strike that has halted 40% of normal global output and dented already sluggish growth in South Africa.",South Africa,esar,South Africa,Reuters - http://www.reuters.com/article/2014/05/13/us-safrica-strike-idUSBREA4C0O120140513?feedType=RSS&feedName=worldNews,28.9797718,50.8320241,food
2767,Colombia,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",BBC - http://www.bbc.com/news/world-latin-america-27389851#,Latin America and the Caribbean,"Police in Colombia have arrested a senior paramilitary known as Movil 5. The man, whose real name is Manuel Salvador Ospina Cifuentes, was on the run after being found guilty of the massacre in 1990 of dozens of villagers in Pueblo Bello village. He is also suspected of killing Carlos Castano, the leader of Colombia's largest paramilitary group, the AUC. The AUC demobilised in 2005 but many of their members went on to join new criminal groups.",Police arrest paramilitary leader 'Movil 5',colombia,Police arrest paramilitary leader 'Movil 5',BBC - http://www.bbc.com/news/world-latin-america-27389851#,4.570868,-74.297333,food
2768,Haiti,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AP - http://www.10tv.com/content/stories/apexchange/2014/05/13/cb--haiti-chikungunya.html,Latin America and the Caribbean,"A spokesperson for Haiti's health ministry says that a mosquito-borne virus has spread throughout the country. He reported that 1,529 cases of the chikungunya virus have been confirmed. About 900 of those cases were found in the west department, where Port-au-Prince is located. Health officials said last week there had been only 14 confirmed cases. The arrival of the virus in Haiti was expected. In Dominican Republic, authorities have confirmed at least 150 to 200 cases. The often-painful illness most commonly found in Asia and Africa was first detected in the Caribbean in December 2013 on St. Martin.",Mosquito-borne virus spreads rapidly,haiti,Mosquito-borne virus spreads rapidly,AP - http://www.10tv.com/content/stories/apexchange/2014/05/13/cb--haiti-chikungunya.html,18.971187,-72.285215,food
2769,Venezuela,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Bloomberg – http://www.bloomberg.com/news/2014-05-13/venezuelan-opposition-says-talks-with-government-in-crisis-.html,Latin America and the Caribbean,"Venezuelas opposition has suspended talks to end nationwide demonstrations that have left 42 dead after a government crackdown on protest camps in Caracas. We will return to meetings with the government if they show interest, Ramon Guillermo Aveledo, general secretary of the opposition alliance Democratic Unity Roundtable, known as MUD, said at a news conference in Caracas on 13 May. The government is only increasing the repression. They have to decide whether they want to win war or peace. The National Guard clashed with rioters last night in the eastern Los Palos Grandes neighborhood of Caracas and shot tear gas into residential buildings.",Opposition suspends government talks over arrests,venezuela,Opposition suspends government talks over arrests,Bloomberg – http://www.bloomberg.com/news/2014-05-13/venezuelan-opposition-says-talks-with-government-in-crisis-.html,6.42375,-66.58973,food
2770,Algeria,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Reuters - http://www.reuters.com/article/2014/05/13/us-algeria-security-idUSBREA4C0S520140513?feedType=RSS&feedName=worldNews,Middle East and North Africa,"Algeria's military ambushed militants on Tuesday, killing two fighters in an eastern region near where al Qaeda's north Africa branch claimed an attack on an army patrol last month, the defense ministry said. Troops attacked the militants in Kaddara in Boumerdes province about 50 km east of Algiers early on 13 May morning, according to the ministry statement on APS state news agency. The eastern mountains were once the stronghold for militants. Abdelmalek Droukdel, the Algerian university student turned leader of Al Qaeda in the Islamic Maghreb, is believed to be hiding in the region.","Army ambushes militants, two killed east of Algiers",algeria,"Army ambushes militants, two killed east of Algiers",Reuters - http://www.reuters.com/article/2014/05/13/us-algeria-security-idUSBREA4C0S520140513?feedType=RSS&feedName=worldNews,28.033886,1.659626,food
2771,Iraq,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",IRIN - http://www.irinnews.org/report/100083/anbar-idps-in-baghdad-fear-for-their-safety,Middle East and North Africa,"Displaced families who have fled the ongoing violence in Iraq's troubled Anbar Province say anti-Anbar hostility is leaving many too scared to register with the authorities, pushing them into the shadows and cutting them off from aid and public services. IDPs say men are singled out for harassment, but families also report being too afraid to access healthcare services, send children to school, and sign up at the Ministry of Migration and Displacement (MoMD). Aid agencies have also raised the alarm about growing protection concerns for the IDPs from Anbar, who now number close to 435,000, according to the latest MoMD figures. ""The problem seems to be particularly serious in Baghdad where IDPs from Anbar are reported to be harassed or being labelled as 'terrorists',"" a UNAMI report noted.",Anbar IDPs in Baghdad fear for their safety,iraq,Anbar IDPs in Baghdad fear for their safety,IRIN - http://www.irinnews.org/report/100083/anbar-idps-in-baghdad-fear-for-their-safety,33.223191,43.679291,food
2772,Iraq,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",http://www.washingtonpost.com/world/middle_east/car-bomb-blasts-kill-34-as-iraqis-await-vote-count/2014/05/13/cb4c11e4-dac8-11e3-8009-71de85b9c527_story.html?wprss=rss_middle-east,Middle East and North Africa,"Militants unleashed a wave of car bombings in Iraq on 13 May, killing at least 34 people in a show of force meant to intimidate the majority Shiites as they celebrated what is meant to be a joyous holiday for their sect. The attacks occurred nearly two weeks after Iraqis voted in their countrys first parliamentary election since the US military withdrawal in late 2011. No results have been released, deepening a sense of uncertainty in a country strained by a resurgence of violence. It was the deadliest day in Iraq since 28 April, when militant strikes on targets including polling stations where security forces were voting killed 46 people. No group asserted responsibility for the 13 Mays attacks, most of which hit Baghdad during the morning rush hour.",Car-bomb blasts kill 34 people as Iraqis await vote count,iraq,Car-bomb blasts kill 34 people as Iraqis await vote count,http://www.washingtonpost.com/world/middle_east/car-bomb-blasts-kill-34-as-iraqis-await-vote-count/2014/05/13/cb4c11e4-dac8-11e3-8009-71de85b9c527_story.html?wprss=rss_middle-east,33.223191,43.679291,food
2773,Saudi Arabia,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AFP - http://gulfnews.com/news/gulf/saudi-arabia/saudi-arabia-announces-5-new-mers-deaths-1.1332200,Middle East and North Africa,"Saudi health authorities announced on 13 May five new deaths from Mers, raising the total death toll in the country worst-hit by the mysterious coronavirus to 152 since it appeared in 2012. Meanwhile, four new infections by the Middle East Respiratory Syndrome have been registered, raising the total of cases to 495, the health ministry said. The ministry added that six patients who had been infected by the Sars-like virus have been cured. The new deaths occurred on Monday, with one patient dying in Riyadh and the remaining four in the commercial capital Jeddah.",Saudi Arabia announces 5 new MERS deaths,saudi arabia,Saudi Arabia announces 5 new MERS deaths,AFP - http://gulfnews.com/news/gulf/saudi-arabia/saudi-arabia-announces-5-new-mers-deaths-1.1332200,23.885942,45.079162,food
2774,Sudan,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AFP - http://www.globalpost.com/dispatch/news/afp/140513/deep-concern-over-apostasy-case-islamist-sudan,Middle East and North Africa,"Western embassies in Sudan on Tuesday expressed ""deep concern"" over the case of a woman who activists say risks a death sentence for apostasy. Meriam Yahia Ibrahim Ishag, who says she is Christian, was convicted last Sunday in the Khartoum-area district of Haj Yousef. ""We call upon the government of Sudan to respect the right to freedom of religion, including one's right to change one's faith or beliefs,"" a the embassies of the United States, Canada, United Kingdom and the Netherlands said in a joint statement. That right is included in Sudan's 2005 interim constitution as well as in international human rights law, they said.",'Deep concern' over apostasy case in Islamist Sudan,sudan,'Deep concern' over apostasy case in Islamist Sudan,AFP - http://www.globalpost.com/dispatch/news/afp/140513/deep-concern-over-apostasy-case-islamist-sudan,12.862807,30.217636,food
2775,Yemen,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx","Reuters - http://www.chicagotribune.com/news/sns-rt-us-yemen-kidnapping-release-20140513,0,980849.story",Middle East and North Africa,"Yemeni tribesmen have released a German man they kidnapped in February to press the government to free jailed relatives, tribal sources and state media said on 13 May. At the time, the tribesmen telephoned journalists to say they kidnapped the man from the capital Sanaa and took him to Maarib, a tribal stronghold in the center of Yemen. The state news agency Saba confirmed news of the German's release in a text message and said he was being transported to Sanaa. There was no immediate comment from the German foreign ministry.",Kidnapped German man freed,yemen,Kidnapped German man freed,"Reuters - http://www.chicagotribune.com/news/sns-rt-us-yemen-kidnapping-release-20140513,0,980849.story",15.552727,48.516388,food
